sk_id_curr,amt_credit,amt_goods_price,credit_agency_1_rating,credit_agency_2_rating,credit_agency_3_rating,days_credit,days_credit_enddate,remaining_installment,buro_avg_amt_instalment,buro_max_amt_instalment,occupation_type,organization_type,code_gender,days_birth,days_id_publish,customer_since,annual_income,days_employed,name_contract_type,target
1000031,512064.0,360000.0,0.274422,0.6273,0.0,-889.0,-462.0,6.5,6551.13,6551.42,Private service staff,Services,F,11144,2904,7846,120000,1104,Cash loans,0
1000032,199008.0,180000.0,0.0,0.559467,0.798137,-1812.88,-1696.43,4.34615,19217.6,35172.1,Laborers,Business Entity Type 2,F,12974,4464,7123,140000,4404,Cash loans,0
1000033,733316.0,679500.0,0.0,0.321745,0.411849,-641.444,126.625,15.4091,81681.6,920795.0,Drivers,Self-employed,M,11694,3557,3557,160000,2060,Cash loans,0
1000034,1125000.0,1125000.0,0.0,0.172498,0.0,0.0,0.0,8.85714,18174.9,73324.3,Core staff,Security Ministries,F,15997,4067,5735,180000,4585,Cash loans,0
1000035,450000.0,450000.0,0.0,0.663158,0.678568,-1292.54,-969.154,4.71429,6089.5,7306.65,Sales staff,Self-employed,F,12158,2009,6265,200000,1275,Cash loans,0
1000036,641174.0,553500.0,0.842763,0.681699,0.754406,-1904.0,-1433.5,34.3243,16935.9,316291.0,Private service staff,Other,F,17199,735,63,220000,768,Cash loans,0
1000037,454500.0,454500.0,0.804586,0.719799,0.722393,-1552.09,-407.818,16.9041,27803.0,535732.0,Drivers,Transport: type 4,M,21077,4270,5474,240000,1288,Cash loans,0
1000038,247275.0,225000.0,0.0,0.650765,0.751724,-554.0,-204.667,13.2308,32438.6,540714.0,Laborers,XNA,F,23920,4969,9817,260000,365243,Cash loans,0
1000039,540000.0,540000.0,0.0,0.738053,0.605836,-1493.25,-247.75,9.82353,28390.6,28390.6,Managers,Business Entity Type 3,M,16126,4292,8236,280000,1761,Revolving loans,0
1000040,1193580.0,855000.0,0.0,0.306841,0.320163,-1104.8,1301.0,4.54545,13427.4,122628.0,Laborers,Business Entity Type 3,M,17482,1029,1182,300000,1262,Cash loans,1
1000041,604152.0,540000.0,0.0,0.0373152,0.0,-75.0,-66.0,13.4375,28339.4,548006.0,Laborers,Industry: type 1,F,16971,513,3148,320000,475,Cash loans,0
1000042,288873.0,238500.0,0.468208,0.674203,0.399676,-819.143,-117.167,5.27273,5062.56,7801.15,Sales staff,Self-employed,F,13384,4409,45,340000,3597,Cash loans,1
1000043,746280.0,675000.0,0.0,0.766138,0.684828,-2025.0,-1470.33,16.5,10282.4,60725.1,Laborers,XNA,F,23548,4576,5745,360000,365243,Cash loans,0
1000044,661703.0,598500.0,0.0,0.631519,0.0,0.0,0.0,15.5,6887.16,6887.16,Laborers,Business Entity Type 3,M,9827,2380,4166,380000,758,Cash loans,0
1000045,180000.0,180000.0,0.0,0.535542,0.0,0.0,0.0,3.45455,6960.85,17806.7,Sales staff,Self-employed,F,7974,642,6591,400000,895,Revolving loans,0
1000046,305222.0,252000.0,0.0,0.247665,0.47585,-2337.88,-1664.29,11.8261,14483.0,99488.3,Laborers,XNA,F,20373,1993,7760,420000,365243,Cash loans,0
1000047,260640.0,225000.0,0.0,0.0892407,0.728141,-1310.5,-943.5,5.89796,8405.15,10349.9,Medicine staff,Business Entity Type 3,F,20121,3283,9197,440000,5332,Cash loans,0
1000048,1350000.0,1350000.0,0.710427,0.589187,0.466864,-876.857,-77.0,5.6,13355.1,39848.4,Managers,Government,F,19727,3199,6225,460000,4411,Cash loans,0
1000049,1506820.0,1350000.0,0.0,0.523934,0.0,0.0,0.0,21.5479,22621.4,168150.0,Laborers,Transport: type 2,M,18264,1797,5504,100000,9523,Cash loans,0
1000050,135000.0,135000.0,0.656225,0.45085,0.479449,-1049.75,7571.0,0.0,0.0,0.0,Core staff,School,F,12406,2576,1149,120000,1176,Revolving loans,0
1000051,675000.0,675000.0,0.31151,0.713355,0.309275,-639.4,-154.4,19.4583,68871.6,416820.0,Managers,Services,M,18632,1937,3904,140000,6977,Cash loans,0
1000052,454500.0,454500.0,0.244562,0.705947,0.799297,-1327.0,-1034.0,28.3333,36424.4,102733.0,Laborers,Emergency,M,12282,1992,1824,160000,778,Cash loans,0
1000053,314055.0,238500.0,0.189596,0.702979,0.701696,-924.0,-738.0,11.6104,37177.1,350121.0,Core staff,Self-employed,F,10473,1240,2025,180000,1392,Cash loans,0
1000054,675000.0,675000.0,0.0,0.662865,0.73802,-1297.0,-294.0,28.3125,69419.4,440267.0,Laborers,XNA,M,18611,2142,6936,200000,365243,Cash loans,0
1000055,837428.0,666000.0,0.552772,0.616637,0.0701088,-1134.28,-148.278,16.9512,29445.9,189971.0,Managers,Medicine,F,12955,5164,7054,220000,4106,Cash loans,0
1000056,298728.0,202500.0,0.0,0.622708,0.169429,-424.0,40.0,15.0,2399.84,12665.5,Laborers,XNA,F,21621,1344,2019,240000,365243,Cash loans,0
1000057,247500.0,247500.0,0.23772,0.609135,0.513694,-1498.0,-477.0,10.0,7761.46,7761.46,Security staff,Security,M,18248,1721,4375,260000,2351,Revolving loans,0
1000058,640458.0,517500.0,0.0,0.256737,0.707699,-1204.25,-161.25,5.72414,18650.2,30174.4,Laborers,Transport: type 4,M,14186,4982,2128,280000,1743,Cash loans,0
1000059,1227900.0,1129500.0,0.0,0.653597,0.339288,-1523.17,126.0,7.26316,18761.1,108039.0,Managers,Business Entity Type 3,M,20544,566,6846,300000,2091,Cash loans,0
1000060,1663990.0,1588500.0,0.0,0.570666,0.697147,-1594.25,-1158.5,10.9688,32125.0,69051.3,Accountants,Industry: type 11,F,20121,2177,6755,320000,2446,Cash loans,0
1000061,1080000.0,1080000.0,0.0,0.0265408,0.434733,-562.0,-314.0,8.92857,17743.5,53388.9,Sales staff,Trade: type 2,M,7907,586,4557,340000,1324,Cash loans,0
1000062,1130760.0,810000.0,0.0,0.733051,0.234015,-877.0,-211.5,13.2857,36632.7,55973.3,Laborers,XNA,M,22843,3967,1042,360000,365243,Cash loans,0
1000063,95940.0,90000.0,0.299606,0.664544,0.49206,-872.0,237.25,3.16667,23749.7,72987.8,Laborers,University,F,12240,4541,5246,380000,3720,Cash loans,0
1000064,315000.0,315000.0,0.0,0.584887,0.0950704,-244.333,769.5,0.0,0.0,0.0,Drivers,Transport: type 3,M,13866,4097,5448,400000,2546,Cash loans,0
1000065,1256400.0,900000.0,0.286783,0.647348,0.56206,-824.25,-884.667,2.72727,33057.2,95597.4,Core staff,Police,M,12049,1,6105,420000,579,Cash loans,0
1000066,1035000.0,1035000.0,0.796161,0.51727,0.429424,-1169.33,504.0,22.3566,19917.8,415020.0,Core staff,Government,F,19550,3084,6836,440000,4856,Cash loans,0
1000067,270000.0,270000.0,0.202477,0.561923,0.413597,-553.0,-371.0,3.16667,11671.1,25577.3,Laborers,Construction,M,15359,2922,5076,460000,114,Revolving loans,0
1000068,450000.0,450000.0,0.411506,0.123888,0.832785,-1802.0,-1651.0,18.5909,18545.3,31778.7,Sales staff,Kindergarten,F,11956,4143,8118,480000,3154,Revolving loans,0
1000069,450000.0,450000.0,0.0,0.645438,0.0,0.0,0.0,5.0,6073.41,6075.63,Laborers,Other,M,10848,3494,4809,500000,121,Cash loans,0
1000070,450000.0,450000.0,0.357707,0.686505,0.394495,-1133.41,2357.53,7.25,6524.01,200175.0,Laborers,Business Entity Type 3,M,12009,3656,1377,520000,2844,Cash loans,0
1000071,573629.0,463500.0,0.270766,0.707126,0.597192,-1229.0,414.5,9.77143,10232.4,11915.1,Laborers,Business Entity Type 3,M,15406,4176,341,540000,892,Cash loans,0
1000072,495351.0,459000.0,0.0,0.570527,0.694093,-2152.0,-1788.0,4.57692,13864.0,16486.4,Laborers,Business Entity Type 3,M,14860,1072,23,560000,1156,Cash loans,0
1000073,755190.0,675000.0,0.0,0.368719,0.358951,-976.5,-420.5,3.0,4549.59,4550.27,Drivers,Business Entity Type 1,M,11187,3723,3253,580000,2224,Cash loans,0
1000074,675000.0,675000.0,0.0,0.569873,0.19862,-839.833,-92.8333,2.5,3349.66,5625.0,Laborers,Self-employed,F,14264,4517,4327,600000,2492,Cash loans,0
1000075,1288350.0,1125000.0,0.0,0.572064,0.191822,-399.0,39.2,10.44,15873.2,165803.0,Cooking staff,Self-employed,F,17542,988,1529,620000,2011,Cash loans,0
1000076,135000.0,135000.0,0.0,0.585174,0.408359,-1408.2,64.5,21.7917,21128.9,25546.8,Laborers,School,F,19467,2975,4623,640000,4066,Revolving loans,0
1000077,337761.0,256500.0,0.0,0.550058,0.535276,-599.0,-265.0,5.0,13653.6,13657.5,Laborers,Self-employed,M,9666,2342,4437,660000,2811,Cash loans,0
1000078,585000.0,585000.0,0.592701,0.4886,0.0,-557.0,-174.0,6.01587,7596.0,58427.1,Core staff,Postal,F,18253,1779,1701,680000,721,Cash loans,0
1000079,113760.0,90000.0,0.0,0.582735,0.452534,-527.25,645.0,13.5,4966.47,4966.47,Laborers,XNA,F,22935,3442,12623,100000,365243,Cash loans,0
1000080,135000.0,135000.0,0.586698,0.304506,0.0,0.0,0.0,6.42857,8668.43,25557.1,Sales staff,Trade: type 7,F,18693,2241,10255,120000,1434,Revolving loans,0
1000081,252000.0,252000.0,0.0,0.0239524,0.720944,-2922.0,-2610.0,0.0,0.0,0.0,Laborers,XNA,F,24794,4199,5391,140000,365243,Cash loans,1
1000082,760226.0,679500.0,0.0,0.357342,0.644679,-1643.0,-1372.0,5.95455,8959.53,19982.1,Laborers,Business Entity Type 3,M,17527,983,3500,160000,2442,Cash loans,0
1000083,270000.0,270000.0,0.0,0.597081,0.0,0.0,0.0,14.375,12834.3,30009.2,Drivers,Transport: type 3,M,17390,907,7211,180000,924,Revolving loans,0
1000084,733316.0,679500.0,0.0,0.660579,0.342529,-719.0,254.333,6.52174,13251.8,20329.1,Laborers,XNA,F,23032,793,9506,200000,365243,Cash loans,0
1000085,796397.0,643500.0,0.447675,0.495765,0.824595,-1866.4,-1237.6,10.2097,10402.5,51934.9,Managers,Industry: type 11,M,15909,4180,3134,220000,1094,Cash loans,0
1000086,343377.0,283500.0,0.0,0.716212,0.0,0.0,0.0,5.28571,21968.9,86953.3,High skill tech staff,Business Entity Type 1,F,18138,1681,7421,240000,969,Cash loans,0
1000087,327024.0,270000.0,0.414794,0.661108,0.477649,-697.8,802.0,0.0,0.0,0.0,Laborers,Transport: type 4,F,14321,5942,6913,260000,192,Cash loans,0
1000088,450000.0,450000.0,0.0,0.718058,0.511892,-1584.0,-1696.0,6.0,4704.22,4704.35,Laborers,School,F,21112,4013,6057,280000,1694,Cash loans,0
1000089,547344.0,472500.0,0.763137,0.644627,0.0,-2283.0,-457.0,0.662651,2948.28,2950.2,Waiters/barmen staff,Business Entity Type 3,F,18556,2045,6769,300000,862,Cash loans,0
1000090,225000.0,225000.0,0.765154,0.25476,0.411849,-993.833,-663.667,3.09639,23581.8,42536.1,Managers,Government,F,19810,3043,4493,320000,8862,Cash loans,0
1000091,545040.0,450000.0,0.0,0.756668,0.641368,-1913.0,-1288.5,3.0,25268.9,25269.7,Sales staff,Business Entity Type 3,F,12780,870,5146,340000,1415,Cash loans,0
1000092,373140.0,337500.0,0.0,0.640549,0.328063,-86.0,218.0,13.8889,12338.6,30093.8,Laborers,Housing,M,10744,2381,442,360000,741,Cash loans,0
1000093,862560.0,720000.0,0.563323,0.608604,0.228883,-859.417,696.0,5.86486,15324.9,116660.0,Sales staff,Business Entity Type 3,F,10485,3110,4628,380000,1249,Cash loans,0
1000094,953460.0,900000.0,0.0,0.43234,0.0774985,-288.0,15931.5,3.95238,15733.2,39053.7,Laborers,Industry: type 4,M,10199,1038,4802,400000,2015,Cash loans,1
1000095,135000.0,135000.0,0.475762,0.593019,0.78988,-1178.0,161.0,3.54545,5012.81,5090.08,Low-skill Laborers,Agriculture,M,15137,4576,9176,420000,7980,Cash loans,0
1000096,284400.0,225000.0,0.395724,0.154937,0.265049,-880.0,-692.0,9.0,8326.26,8326.26,Laborers,Restaurant,F,10734,1362,7913,440000,693,Cash loans,0
1000097,315000.0,315000.0,0.0,0.3343,0.0,-2899.0,-2687.0,3.0,5842.24,6066.31,0,1,F,15371,4211,3071,460000,367,Cash loans,0
1000098,900000.0,900000.0,0.671272,0.700274,0.0710551,-1277.06,1214.41,14.4516,23636.6,576069.0,Core staff,Kindergarten,F,14751,4788,3390,100000,6737,Cash loans,0
1000099,675000.0,675000.0,0.0,0.626303,0.0,0.0,0.0,4.54545,18946.9,22605.8,Laborers,XNA,F,22471,4323,217,120000,365243,Cash loans,0
1000100,180000.0,180000.0,0.0,0.500264,0.0774985,-698.0,-329.0,4.5,7679.92,7679.92,Medicine staff,Medicine,F,11142,467,4987,140000,2419,Revolving loans,0
1000101,781920.0,675000.0,0.254352,0.169953,0.121408,-515.0,398.0,4.0,0.0,0.0,Core staff,Government,F,9650,367,4329,160000,2953,Cash loans,0
1000102,787131.0,679500.0,0.0,0.58615,0.581484,-242.0,-60.0,4.23077,5546.18,14666.8,Low-skill Laborers,Business Entity Type 2,M,16798,347,9388,180000,669,Cash loans,0
1000103,808650.0,675000.0,0.405564,0.0472914,0.406617,-369.0,18909.0,1.34483,16631.0,16702.7,Core staff,Other,F,10954,596,550,200000,2469,Cash loans,0
1000104,675000.0,675000.0,0.0,0.399366,0.67383,-1618.83,-1007.5,10.9032,12219.3,20035.8,Security staff,Medicine,F,23719,4036,3917,220000,8466,Cash loans,0
1000105,448272.0,396000.0,0.0,0.710318,0.554947,-751.5,-326.5,8.6383,21890.4,222011.0,Laborers,XNA,M,24051,4053,7040,240000,365243,Cash loans,0
1000106,263687.0,238500.0,0.0,0.571331,0.554947,-928.0,-197.5,10.6857,18538.3,65517.2,Laborers,XNA,F,21613,2434,2376,260000,365243,Cash loans,0
1000107,180000.0,180000.0,0.0,0.705093,0.574447,-637.4,331.0,8.53846,33616.0,157474.0,Laborers,Transport: type 4,M,12900,3888,2124,280000,782,Revolving loans,0
1000108,52128.0,45000.0,0.0,0.687003,0.0,0.0,0.0,5.15789,4562.31,18324.0,Laborers,XNA,M,21341,1403,10150,300000,365243,Cash loans,0
1000109,135000.0,135000.0,0.479544,0.610207,0.0,-914.0,6391.0,0.0,0.0,0.0,Laborers,Business Entity Type 1,F,9415,2104,4066,320000,225,Revolving loans,0
1000110,723996.0,585000.0,0.0,0.28207,0.120641,-96.0,0.0,11.4286,17055.8,72752.0,Sales staff,Trade: type 2,F,10526,3190,387,340000,267,Cash loans,1
1000111,891072.0,720000.0,0.339403,0.707972,0.452534,-690.5,961.0,10.7727,14854.7,114004.0,Realty agents,Other,F,13830,4802,7953,360000,1169,Cash loans,0
1000112,1136440.0,1089000.0,0.77488,0.711289,0.597192,-356.0,9.0,6.96154,26079.3,44610.5,Cleaning staff,Business Entity Type 2,F,23656,4456,14666,380000,968,Cash loans,0
1000113,384048.0,270000.0,0.548647,0.316755,0.0,0.0,0.0,5.64,9484.84,11624.1,Core staff,Government,F,9207,1882,4069,400000,1043,Cash loans,0
1000114,180000.0,180000.0,0.329186,0.749241,0.694093,-797.25,38.75,0.0,0.0,0.0,Secretaries,Medicine,F,10085,1666,9649,420000,465,Revolving loans,0
1000115,391194.0,319500.0,0.0,0.72064,0.320163,-228.0,493.0,22.5714,34669.3,262338.0,Laborers,Business Entity Type 3,M,19829,3368,4730,440000,215,Cash loans,0
1000116,1571930.0,1435500.0,0.0,0.682017,0.0,-8.0,1818.0,9.82353,53433.6,128884.0,Laborers,Business Entity Type 3,M,15949,4321,1146,460000,239,Cash loans,0
1000117,891072.0,720000.0,0.886487,0.0867194,0.0,0.0,0.0,13.4286,46737.5,731027.0,Laborers,XNA,F,20284,2556,1990,480000,365243,Cash loans,0
1000118,824823.0,688500.0,0.667496,0.607562,0.572682,-890.846,2577.15,7.0,14684.2,14684.2,Laborers,XNA,M,14339,4620,1104,500000,365243,Cash loans,0
1000119,302342.0,261000.0,0.567775,0.601408,0.0963187,-733.5,-29.0,9.31429,13152.9,264668.0,Laborers,Business Entity Type 3,F,13286,4955,6685,520000,2305,Cash loans,0
1000120,675000.0,675000.0,0.370342,0.715861,0.0,0.0,0.0,0.0,0.0,0.0,High skill tech staff,Business Entity Type 3,F,9223,505,4067,540000,802,Revolving loans,0
1000121,579195.0,468000.0,0.0,0.0648583,0.309275,-1420.08,415.0,18.0,40350.9,409941.0,0,1,M,13379,4540,6869,560000,5387,Cash loans,0
1000122,270000.0,270000.0,0.659404,0.678125,0.683269,-1338.5,-741.583,11.8636,9484.16,66843.7,Core staff,Government,M,22881,4802,1481,580000,3420,Revolving loans,0
1000123,535500.0,535500.0,0.0,0.611637,0.0,0.0,0.0,8.15217,13042.3,37918.8,Sales staff,Self-employed,F,16759,296,3079,600000,4560,Cash loans,0
1000124,260726.0,198000.0,0.647045,0.746486,0.739412,-1489.71,-266.143,17.4355,10709.7,514379.0,Laborers,Self-employed,F,16282,1494,762,620000,4375,Cash loans,0
1000125,327024.0,270000.0,0.0,0.282326,0.75574,-525.8,923.2,15.2759,10533.3,10533.3,Laborers,XNA,M,22959,4047,1730,640000,365243,Cash loans,0
1000126,518562.0,463500.0,0.684696,0.410907,0.73802,-2047.0,-1868.0,15.1864,50866.0,838495.0,Laborers,Business Entity Type 3,F,16142,3970,3440,660000,2832,Cash loans,0
1000127,755190.0,675000.0,0.617716,0.660559,0.211551,-1396.56,-482.733,25.0,20519.4,1175480.0,Medicine staff,Other,F,16340,4259,4182,680000,8647,Cash loans,0
1000128,539591.0,445500.0,0.0531828,0.164463,0.0920128,-199.0,74.5,6.15385,7671.65,7672.0,Low-skill Laborers,Self-employed,M,9203,1639,1642,100000,481,Cash loans,0
1000129,182016.0,144000.0,0.0,0.695219,0.729567,-2289.0,-1924.0,6.0,6212.45,25856.4,Accountants,Business Entity Type 3,M,16522,66,4101,120000,1451,Cash loans,0
1000130,254412.0,166500.0,0.0,0.165442,0.749022,-1252.33,-942.8,21.1236,26690.9,746239.0,Sales staff,Self-employed,F,16083,4654,7358,140000,2764,Cash loans,0
1000131,1107980.0,967500.0,0.0,0.66802,0.353988,-981.0,1189.33,13.1389,13991.4,331950.0,Drivers,Construction,M,18413,1947,10826,160000,1895,Cash loans,0
1000132,180000.0,180000.0,0.127393,0.494962,0.73802,-1386.5,-839.0,5.78261,11339.7,16349.3,0,0,M,12157,267,4055,180000,2995,Revolving loans,0
1000133,675000.0,675000.0,0.0,0.282078,0.565608,-424.333,163.667,8.14286,16373.5,49662.2,Laborers,Construction,M,11944,2722,5812,200000,2899,Cash loans,0
1000134,945000.0,945000.0,0.0,0.597823,0.7463,-1373.43,-913.286,4.15385,4166.51,4921.2,Medicine staff,Medicine,F,14235,5376,2248,220000,5411,Cash loans,0
1000135,1755000.0,1755000.0,0.867872,0.147685,0.669057,-1356.2,-460.2,5.54167,8323.77,17383.5,Laborers,Business Entity Type 3,M,16086,4584,3174,240000,1549,Cash loans,0
1000136,590337.0,477000.0,0.0,0.683703,0.0,-1489.0,-766.0,9.31579,8296.71,9356.0,Core staff,Culture,M,12348,4800,1909,260000,1821,Cash loans,0
1000137,1515420.0,1354500.0,0.545859,0.57125,0.78988,-1683.5,142.5,5.47059,23559.8,102114.0,Sales staff,Trade: type 7,F,14645,1969,7154,280000,4027,Cash loans,0
1000138,675000.0,675000.0,0.320322,0.631961,0.289611,-105.0,1564.0,0.0,0.0,0.0,Managers,Business Entity Type 3,M,16667,114,5239,300000,200,Cash loans,1
1000139,370629.0,306000.0,0.0,0.265312,0.317032,-1674.25,-624.875,3.0,12609.3,12610.0,Sales staff,Self-employed,F,16219,4325,9329,320000,2599,Cash loans,0
1000140,547344.0,472500.0,0.593567,0.598243,0.232725,-1390.36,-572.6,22.1552,44353.6,777021.0,Laborers,XNA,F,21061,4488,5439,340000,365243,Cash loans,0
1000141,550490.0,454500.0,0.656938,0.390993,0.0950704,-1454.24,817.65,2.33333,8530.13,16569.6,Laborers,Other,F,19718,3200,8940,360000,5717,Cash loans,0
1000142,407435.0,387000.0,0.0,0.62203,0.328063,-2008.6,-1697.4,11.7692,60431.0,60469.3,Core staff,Self-employed,F,16097,3852,110,380000,2630,Cash loans,0
1000143,1293500.0,1129500.0,0.531106,0.646689,0.812823,-1775.0,-1550.0,7.12245,20301.6,35313.9,Laborers,XNA,F,21961,4379,8887,400000,365243,Cash loans,0
1000144,152820.0,135000.0,0.0,0.524818,0.15664,-847.4,-520.133,4.22414,7523.09,13530.7,Core staff,Government,F,14359,4480,2908,420000,1894,Cash loans,0
1000145,427500.0,427500.0,0.0,0.551308,0.161463,-565.833,-229.25,12.1842,16175.6,105770.0,Laborers,Hotel,F,15127,652,4221,440000,1039,Cash loans,0
1000146,781920.0,675000.0,0.72394,0.636395,0.452534,-860.125,153.286,3.47619,5054.75,54000.0,Core staff,Government,F,11633,3851,5430,460000,2596,Cash loans,0
1000147,225000.0,225000.0,0.0,0.704793,0.565608,-1758.89,2364.44,8.33333,20283.3,61665.5,0,0,F,14597,3681,8491,100000,1997,Revolving loans,0
1000148,1251070.0,1080000.0,0.580367,0.763649,0.329655,-1269.55,-742.455,2.5,6094.65,9933.97,Laborers,Industry: type 7,F,16296,4568,164,120000,266,Cash loans,0
1000149,1078200.0,900000.0,0.0,0.585291,0.816092,-2423.0,-2331.0,8.2619,8812.51,25980.8,Laborers,Government,F,17682,1211,2630,140000,4319,Cash loans,0
1000150,312683.0,297000.0,0.319357,0.603655,0.595456,-648.0,-378.0,19.5,11169.1,11169.1,Laborers,Self-employed,M,14311,4248,8401,160000,334,Cash loans,0
1000151,679500.0,679500.0,0.723371,0.765125,0.4171,-1026.0,-910.667,8.41379,8368.07,10707.3,Laborers,Self-employed,F,19286,2835,7887,180000,1485,Cash loans,0
1000152,675000.0,675000.0,0.674832,0.616156,0.67383,-1325.0,-777.0,6.51923,42396.5,59018.4,Managers,Trade: type 7,F,11375,2009,180,200000,2311,Cash loans,0
1000153,1288350.0,1125000.0,0.72909,0.509852,0.675413,-1533.09,457.4,12.4,47561.2,399177.0,Accountants,Transport: type 4,F,15581,5239,9520,220000,4940,Cash loans,0
1000154,245619.0,166500.0,0.0,0.182171,0.443615,-1041.3,651.6,21.3478,11595.1,20992.6,Private service staff,Business Entity Type 3,F,17538,1082,774,240000,7676,Cash loans,1
1000155,135000.0,135000.0,0.464356,0.751869,0.420611,-761.429,9408.5,18.4737,4037.87,11090.7,Core staff,Government,F,13558,4360,6426,260000,4758,Revolving loans,0
1000156,239850.0,225000.0,0.0,0.600433,0.795803,-1502.43,-774.0,4.29412,5546.25,28053.2,Laborers,XNA,F,24729,4523,4047,280000,365243,Cash loans,0
1000157,187704.0,148500.0,0.0,0.557348,0.771362,-1605.0,-1314.0,8.84848,43361.7,523632.0,Laborers,XNA,M,20215,3558,3508,300000,365243,Cash loans,0
1000158,269550.0,225000.0,0.0,0.641304,0.519097,-567.0,1259.0,5.17241,6354.7,38281.0,Laborers,XNA,F,21861,4830,830,320000,365243,Cash loans,0
1000159,1325480.0,1125000.0,0.728092,0.702463,0.546023,-1780.75,-890.125,6.81818,37880.2,208175.0,Core staff,School,F,15323,3602,5368,340000,5785,Cash loans,0
1000160,263844.0,189000.0,0.0,0.0102716,0.0,0.0,0.0,20.4706,16682.8,89609.0,Sales staff,Trade: type 7,F,16807,339,8184,360000,1094,Cash loans,0
1000161,263687.0,238500.0,0.534999,0.585859,0.788681,-1215.8,-43.8,6.91339,19424.8,28879.9,Laborers,Government,M,13972,4529,464,380000,4472,Cash loans,0
1000162,544491.0,454500.0,0.0,0.688792,0.522697,-568.333,-101.667,10.2941,14693.1,22774.3,High skill tech staff,Business Entity Type 2,F,21819,4474,8440,400000,8355,Cash loans,0
1000163,225000.0,225000.0,0.0,0.0862529,0.513694,-297.0,27519.0,0.0,0.0,0.0,Core staff,Trade: type 3,F,7989,646,2570,420000,150,Cash loans,1
1000164,296280.0,225000.0,0.731105,0.748854,0.508287,-1328.91,533.091,19.25,2535.8,23568.1,Laborers,Other,F,17879,1441,2294,440000,940,Cash loans,0
1000165,315000.0,315000.0,0.434878,0.111767,0.192942,-705.706,-305.588,6.02857,14390.4,110512.0,Laborers,Industry: type 3,F,12805,3884,3262,460000,5258,Revolving loans,0
1000166,336150.0,202500.0,0.356355,0.547773,0.749022,-1666.5,-2232.0,0.0,0.0,0.0,Laborers,Trade: type 3,M,10887,2828,5333,480000,341,Cash loans,0
1000167,755190.0,675000.0,0.592547,0.59334,0.303146,-836.583,-455.5,10.1556,11790.0,80699.1,Secretaries,Construction,F,11568,824,1082,500000,2331,Cash loans,0
1000168,497520.0,450000.0,0.721761,0.472286,0.0,0.0,0.0,5.42857,13047.2,45421.6,Sales staff,Self-employed,F,12019,2588,682,520000,1148,Cash loans,0
1000169,531000.0,531000.0,0.0,0.748916,0.639708,-1583.0,-1254.78,4.33333,4769.93,20774.1,Drivers,Self-employed,M,13116,3168,7237,540000,1786,Cash loans,0
1000170,269550.0,225000.0,0.0,0.704424,0.276441,-1257.2,118.5,6.0,18320.4,18331.4,Cleaning staff,Industry: type 3,F,20858,4411,8167,560000,472,Cash loans,0
1000171,450000.0,450000.0,0.0,0.640041,0.694093,-2379.0,-2088.0,9.91304,8269.81,14649.8,Laborers,Business Entity Type 3,F,16891,434,7519,580000,2730,Cash loans,0
1000172,675000.0,675000.0,0.764917,0.60156,0.350696,-1485.0,3030.29,4.16667,7489.76,26749.3,Core staff,Trade: type 2,F,12147,1719,6189,600000,2178,Cash loans,0
1000173,127350.0,112500.0,0.0,0.121906,0.269286,-516.2,-129.0,5.77778,5255.87,23038.7,Laborers,XNA,F,22994,4078,9705,620000,365243,Cash loans,0
1000174,119925.0,112500.0,0.0,0.640514,0.544235,-532.0,572.0,0.0,0.0,0.0,Laborers,XNA,F,25104,4210,4182,640000,365243,Cash loans,0
1000175,532494.0,454500.0,0.0,0.171535,0.540654,-195.8,234.5,5.0,17491.1,17504.7,Laborers,XNA,F,19525,1589,5077,660000,365243,Cash loans,0
1000176,808650.0,675000.0,0.0,0.0462155,0.549596,-678.667,-611.5,1.10526,4421.54,4425.75,Laborers,Housing,F,18302,1210,10539,680000,1373,Cash loans,0
1000177,318528.0,252000.0,0.0,0.164259,0.0,0.0,0.0,27.4063,38965.2,802552.0,Drivers,Business Entity Type 3,M,12027,4420,3867,100000,1720,Cash loans,0
1000178,700830.0,585000.0,0.0,0.671783,0.593718,-758.2,640.8,2.71429,10294.3,35306.1,0,0,F,16518,44,3627,120000,3592,Cash loans,0
1000179,888840.0,675000.0,0.342712,0.634455,0.706205,-1916.71,-1722.29,2.8,11923.5,16874.2,Laborers,Self-employed,M,12648,4594,2109,140000,2802,Cash loans,0
1000180,540000.0,540000.0,0.0,0.37211,0.506484,-386.0,368.0,4.90909,13963.1,64801.5,High skill tech staff,Construction,M,15326,792,782,160000,1038,Revolving loans,1
1000181,771494.0,666000.0,0.0,0.621978,0.744932,-1643.14,-822.857,3.5,6112.73,23736.6,Core staff,School,F,16475,25,1225,180000,17,Cash loans,0
1000182,746280.0,675000.0,0.0,0.575086,0.307737,-159.5,815.0,15.9375,12599.5,130154.0,Cooking staff,Other,M,14033,554,544,200000,328,Cash loans,0
1000183,278460.0,225000.0,0.549717,0.495366,0.581484,-1441.33,-913.0,0.821053,4917.21,4921.2,Laborers,Industry: type 3,F,13873,5042,632,220000,1282,Cash loans,0
1000184,436032.0,360000.0,0.0,0.500232,0.0,0.0,0.0,5.05,8066.03,25692.1,Laborers,Business Entity Type 3,F,10127,337,1724,240000,111,Cash loans,1
1000185,227520.0,180000.0,0.0,0.265312,0.641368,-989.0,4212.14,14.0189,21401.4,163300.0,Laborers,XNA,F,21703,4980,9849,260000,365243,Cash loans,0
